"X1","X2","val","copies","data"
"11.mmarr","17.trust",0.000700125147430352,5,"sd2011_clean_small"
"11.mmarr","18.trustfam",0.000511890771973746,5,"sd2011_clean_small"
"11.mmarr","19.trustneigh",0.000465031847613723,5,"sd2011_clean_small"
"11.mmarr","20.sport",0.000429855351399468,5,"sd2011_clean_small"
"11.mmarr","21.nofriend",0.00225154914359164,5,"sd2011_clean_small"
"11.mmarr","22.smoke",0.000331540189953781,5,"sd2011_clean_small"
"11.mmarr","23.nociga",0.00142970767264115,5,"sd2011_clean_small"
"11.mmarr","24.alcabuse",0.000567690862979162,5,"sd2011_clean_small"
"11.mmarr","25.alcsol",0.000265855470946213,5,"sd2011_clean_small"
"11.mmarr","26.workab",0.000145788997255702,5,"sd2011_clean_small"
"11.mmarr","27.wkabdur",0.000802478225827309,5,"sd2011_clean_small"
"11.mmarr","28.wkabint",0.000426296159271575,5,"sd2011_clean_small"
"11.mmarr","29.wkabintdur",0.000522609375602104,5,"sd2011_clean_small"
"11.mmarr","30.emcc",0.00204321493407119,5,"sd2011_clean_small"
"11.mmarr","31.englang",0.000578908211295745,5,"sd2011_clean_small"
"11.mmarr","32.height",0.00056388455437587,5,"sd2011_clean_small"
"11.mmarr","33.weight",0.00692810864663213,5,"sd2011_clean_small"
"12.ymarr","13.msepdiv",0.00102345786095778,5,"sd2011_clean_small"
"12.ymarr","14.ysepdiv",0.00288052526108742,5,"sd2011_clean_small"
"12.ymarr","15.ls",0.00144803131172345,5,"sd2011_clean_small"
"12.ymarr","16.depress",0.00234846300554912,5,"sd2011_clean_small"
"12.ymarr","17.trust",0.0007763378670103,5,"sd2011_clean_small"
"12.ymarr","18.trustfam",0.000910287951169121,5,"sd2011_clean_small"
"12.ymarr","19.trustneigh",0.000675173871446878,5,"sd2011_clean_small"
"12.ymarr","20.sport",0.000713038939091242,5,"sd2011_clean_small"
"12.ymarr","21.nofriend",0.00250128985786958,5,"sd2011_clean_small"
"12.ymarr","22.smoke",0.00178663030555433,5,"sd2011_clean_small"
"12.ymarr","23.nociga",0.00272595221644243,5,"sd2011_clean_small"
"12.ymarr","24.alcabuse",0.00188474864211443,5,"sd2011_clean_small"
"12.ymarr","25.alcsol",0.000893925237870923,5,"sd2011_clean_small"
"12.ymarr","26.workab",0.000990163138202255,5,"sd2011_clean_small"
