"X1","X2","val","copies","data"
"13.ymarr","15.ysepdiv",0.000816736837267584,5,"sd2011"
"13.ymarr","16.ls",0.000818215289320348,5,"sd2011"
"13.ymarr","17.depress",0.000727659114399231,5,"sd2011"
"13.ymarr","18.trust",0.000419209675819721,5,"sd2011"
"13.ymarr","19.trustfam",0.000443172287345039,5,"sd2011"
"13.ymarr","20.trustneigh",0.000394518800866271,5,"sd2011"
"13.ymarr","21.sport",0.00033111023012431,5,"sd2011"
"13.ymarr","22.nofriend",0.000907678646261057,5,"sd2011"
"13.ymarr","23.smoke",0.0004047451604969,5,"sd2011"
"13.ymarr","24.nociga",0.000312267904081374,5,"sd2011"
"13.ymarr","25.alcabuse",0.000449071264051407,5,"sd2011"
"13.ymarr","26.alcsol",0.000431474803132884,5,"sd2011"
"13.ymarr","27.workab",0.000461756531655779,5,"sd2011"
"13.ymarr","28.wkabdur",0.0000724837582425711,5,"sd2011"
"13.ymarr","29.wkabint",0.00077576876562624,5,"sd2011"
"13.ymarr","30.wkabintdur",0.00097898707516531,5,"sd2011"
"13.ymarr","31.emcc",0.00178683633130771,5,"sd2011"
"13.ymarr","32.englang",0.000592755031605086,5,"sd2011"
"13.ymarr","33.height",0.000716678949531408,5,"sd2011"
"13.ymarr","34.weight",0.000717095283978123,5,"sd2011"
"13.ymarr","35.bmi",0.000855271743351084,5,"sd2011"
"14.msepdiv","15.ysepdiv",0.000766167608036455,5,"sd2011"
"14.msepdiv","16.ls",0.000977145449070356,5,"sd2011"
"14.msepdiv","17.depress",0.000572782465581434,5,"sd2011"
"14.msepdiv","18.trust",0.000421899141208614,5,"sd2011"
"14.msepdiv","19.trustfam",0.000415386222078073,5,"sd2011"
"14.msepdiv","20.trustneigh",0.000389106688921516,5,"sd2011"
"14.msepdiv","21.sport",0.000292797785484018,5,"sd2011"
"14.msepdiv","22.nofriend",0.00072794773561482,5,"sd2011"
"14.msepdiv","23.smoke",0.000187233908361339,5,"sd2011"
"14.msepdiv","24.nociga",0.000141083961148488,5,"sd2011"
"14.msepdiv","25.alcabuse",0.000356453234402318,5,"sd2011"
"14.msepdiv","26.alcsol",0.000435895473761997,5,"sd2011"
"14.msepdiv","27.workab",0.000221847697959129,5,"sd2011"
"14.msepdiv","28.wkabdur",0.0000517784709302993,5,"sd2011"
"14.msepdiv","29.wkabint",0.000300601061036919,5,"sd2011"
"14.msepdiv","30.wkabintdur",0.000591070472475711,5,"sd2011"
"14.msepdiv","31.emcc",0.000914152252012041,5,"sd2011"
"14.msepdiv","32.englang",0.000407751912373558,5,"sd2011"
"14.msepdiv","33.height",0.000693163529068161,5,"sd2011"
"14.msepdiv","34.weight",0.000894878478808349,5,"sd2011"
"14.msepdiv","35.bmi",0.000855438333327002,5,"sd2011"
"15.ysepdiv","16.ls",0.00080421420123239,5,"sd2011"
"15.ysepdiv","17.depress",0.000782158124933648,5,"sd2011"
"15.ysepdiv","18.trust",0.000514414280396549,5,"sd2011"
"15.ysepdiv","19.trustfam",0.000434028438039439,5,"sd2011"
"15.ysepdiv","20.trustneigh",0.000380729340126792,5,"sd2011"
"15.ysepdiv","21.sport",0.000453938491424941,5,"sd2011"
"15.ysepdiv","22.nofriend",0.000797605775815591,5,"sd2011"
"15.ysepdiv","23.smoke",0.000365089755096489,5,"sd2011"
"15.ysepdiv","24.nociga",0.000293613587352546,5,"sd2011"
"15.ysepdiv","25.alcabuse",0.00031997051027507,5,"sd2011"
"15.ysepdiv","26.alcsol",0.000483632156702587,5,"sd2011"
"15.ysepdiv","27.workab",0.000272155875017882,5,"sd2011"
"15.ysepdiv","28.wkabdur",0.000104164864832398,5,"sd2011"
"15.ysepdiv","29.wkabint",0.000426836527722178,5,"sd2011"
"15.ysepdiv","30.wkabintdur",0.000723262822470071,5,"sd2011"
"15.ysepdiv","31.emcc",0.000952166887183509,5,"sd2011"
"15.ysepdiv","32.englang",0.000454988850614341,5,"sd2011"
"15.ysepdiv","33.height",0.000771169432363826,5,"sd2011"
"15.ysepdiv","34.weight",0.000893808052672725,5,"sd2011"
"15.ysepdiv","35.bmi",0.000801047903004071,5,"sd2011"
